ID,id
7733,31057
340,13506
6186,16639
1703,53297
4200,10296
4427,53185
562,3598
3925,7829
4724,38838
4381,54396
2376,4575
8979,34915
6422,9299
8408,49977
8826,21244
1138,13973
3291,44895
4815,37950
4288,14920
656,35158
6989,23889
4811,2228
7303,49999
2388,20283
713,41036
9340,20862
9887,49523
3433,19933
8177,31022
2034,18684
1705,20639
6147,24939
9353,43092
372,9280
4103,6385
4444,14721
9154,1672
7753,26251
3970,2864
9849,24675
5625,27955
6380,15038
8954,36801
5185,15337
5124,44871
7662,33599
1116,5705
9577,32207
4184,15099
520,58901
8059,1845
5472,51269
9433,10361
759,17209
3266,45819
2432,6997
3115,21902
9215,13051
8403,13237
1390,6134
4344,39922
3104,53515
6186,1530
9241,34047
6969,41123
788,1749
7448,12369
1695,57322
4688,4653
325,56704
9539,37374
3740,22058
3983,33152
7699,13883
4847,33676
3168,56326
9392,3546
4445,5646
4907,7595
2868,6459
1399,39090
4341,15611
5136,32686
1473,13214
9340,34308
8591,30195
6625,41124
4225,39356
8109,34505
8426,4529
5723,43341
8638,23706
3855,30627
8830,8019
5887,45217
4007,6757
1983,57995
6383,13550
5571,33225
8459,58313
3265,11078
342,52380
1922,32400
5436,20491
6148,15537
4058,42549
7441,58333
5776,13945
5,10101
4217,48986
3615,29279
8460,49019
3222,2755
7408,27168
2202,26998
3964,13960
3523,13639
5076,17320
3350,16776
8721,27609
9600,30491
9997,178
454,4143
7143,24459
3228,2295
4099,34536
825,2678
1626,9204
8499,31018
4406,26245
9418,29047
7431,17722
1180,54729
5503,44633
8730,30229
4041,48583
70,8853
2123,4248
3192,19899
1289,27851
723,19344
5794,58855
5918,54876
3244,43698
292,26501
6796,14525
2566,48582
6101,1517
6726,21042
2184,15998
5282,24202
9010,38137
4421,48652
7814,19861
7603,27146
1740,34915
2557,49968
6161,20473
930,58834
7350,50421
111,10646
3776,3885
2683,59153
3518,25273
1716,11212
844,20487
7848,26372
8294,36503
9724,39693
9022,15843
978,9565
3996,10144
6761,46417
9585,18067
8757,2185
6842,3189
6595,45004
4268,58465
6286,32658
1449,55757
8501,48221
4207,35099
4290,32251
1985,38435
51,34523
1377,34448
7818,29842
9508,11293
187,42846
2759,57884
9371,15273
7719,37321
739,44491
5359,21653
7753,26421
290,27322
1317,54912
9452,54489
7493,7819
881,16996
2076,46774
3118,29418
9075,36574
3825,16652
8770,34598
2278,28988
6531,12575
7722,229
6310,16457
3174,6207
829,5596
9750,48394
703,48685
4811,2743
9497,43061
3655,13582
8545,45793
5553,41442
7690,55492
8978,14252
4766,30742
1942,38238
2915,15369
2303,33470
3209,7998
528,28457
8882,27447
8955,39983
983,53944
7428,28296
9597,20067
1748,29319
8684,30402
4901,41808
3600,54420
7235,14649
9705,45856
5222,21459
2842,19200
2928,26310
3052,53822
2557,4934
6982,33650
18,47303
2739,35459
8923,45308
9059,6165
9651,12217
2594,22473
2573,56603
5418,34535
1639,59852
1595,36998
405,37603
8906,38629
3185,29028
608,2486
9068,23933
6024,54170
6429,54755
6430,13003
6957,13521
9694,40892
3624,51562
4073,43494
1715,48875
1888,43038
2263,29631
6195,38453
3500,52793
5720,18312
2995,15275
4531,10896
6621,46802
1208,9352
6092,45204
7166,57237
7450,32922
3920,57483
1398,15186
9387,8700
9445,1798
3549,12568
1982,9704
5613,34126
4471,35956
6641,11276
7050,15893
3599,24004
2094,28341
2863,57463
9541,58352
4829,42144
8475,56646
2505,6635
8418,8252
8036,22365
4295,34535
2715,38130
3128,31951
1405,55502
3325,6221
7531,37611
272,28191
8141,7101
8186,48856
4327,19291
8654,46628
448,50193
2454,26920
3831,29524
8963,264
879,11409
1868,38716
7982,3122
328,6374
8432,16493
2732,9174
5239,4241
9578,6799
8882,26266
6622,42063
3346,43482
1552,57878
4870,11972
6689,42719
9160,1088
8142,48247
6975,22434
7028,48670
2849,51594
7928,53177
9065,48003
9759,59702
8680,50210
5270,45192
8909,18725
9358,39222
7148,4942
5573,41172
3818,19042
8358,23439
9293,3525
7341,54529
8449,35493
6517,12321
1250,4662
1472,31286
9591,41676
6534,33490
8440,32681
4728,5528
9120,48786
2418,8551
5602,38705
6019,57910
9821,56205
1028,12269
9787,29121
1398,183
1978,2738
8477,57653
623,10927
9343,49146
2743,21025
8409,5573
8620,26969
1111,35976
5692,19160
5541,55860
5871,58431
9521,36114
8166,33774
4758,46642
9358,55180
7006,35693
4699,39258
1836,15832
2228,42282
1201,45148
2074,10975
680,52234
8040,23238
9898,54270
9663,38147
576,20970
3290,50891
4555,4952
6771,49441
4369,4625
738,14664
2359,33683
571,5403
1797,23120
3392,42425
2375,40790
5136,47565
7632,23832
3211,27219
3409,32036
3483,11032
5681,627
661,43729
7001,54846
3341,3372
9478,21129
9585,23754
9583,57853
520,20989
2714,27221
5839,8790
2892,29370
1727,21979
8037,50158
1305,24534
3559,27541
6455,28003
2158,49588
1112,27220
4506,12987
7151,2963
6873,10582
4713,45091
2232,2206
9763,35634
1655,7212
3248,19786
9928,23601
6075,57081
7366,546
7079,19341
1450,30697
3901,28881
5830,37871
511,45759
9379,38074
6513,27362
9493,52903
2622,28749
6817,12760
8427,17531
710,50908
2144,2023
1144,40748
6228,29632
794,29710
1625,41400
5028,27380
4497,20807
4035,9648
2122,45677
1949,29035
6637,17575
6313,51657
8593,15349
13,34078
2546,32181
3195,57439
694,40178
8698,25263
6981,51756
1791,25578
5035,11376
2546,12766
4006,47376
3693,49712
8270,5754
9154,3710
6247,51050
2592,59382
9503,24647
9928,45478
7666,378
9035,27846
5944,265
5469,40261
9094,17204
154,5558
2161,19291
4677,1583
9906,23235
947,51246
7947,29217
1106,37838
6285,21473
1850,35887
1324,25191
5527,43510
9403,3457
7500,9475
1075,46438
3156,14441
5448,37761
5243,53516
8176,4403
4992,10250
1438,45782
1254,25216
2362,8112
3586,52020
9008,40317
2564,47748
4619,55657
8872,40765
6788,34591
5139,51568
3094,15787
3600,13045
4470,4996
46,30144
2219,24107
119,47632
2144,31232
606,48735
97,36363
7382,50255
4623,11592
4761,52287
3135,45858
4989,39106
3498,37857
9832,51003
4507,41033
5291,8641
9432,49635
8385,12559
8528,35940
6594,35566
6192,59483
5901,47001
2570,5978
3048,42046
8595,47893
3731,56419
5688,20849
356,56123
6020,35854
1444,23733
4244,28794
3051,56556
9670,38655
3614,11660
7659,42807
2822,39901
7445,13935
5119,21415
4980,2837
2086,59548
14,52522
3330,16548
5101,3493
6333,8221
5057,40451
5871,47847
3966,8216
170,15327
6542,58477
6273,54445
429,34540
8671,55217
9304,30299
4257,38178
2375,36220
1469,37189
5831,36004
4471,32469
9221,29755
7011,24583
484,2426
845,3650
3568,36983
2060,21445
4822,30510
6428,35219
3043,32687
7142,48504
7759,3818
3622,13026
2623,26763
5243,4904
8858,17598
1649,16576
258,7952
1089,5358
3861,20006
8539,3022
3080,20546
2623,9398
4074,32115
4322,21686
8130,3226
7885,33059
6314,28878
1285,57993
446,53275
8131,50783
3730,52625
7014,52816
9644,12157
2634,31763
3795,18797
1065,8614
3902,37031
4682,43287
375,21012
8072,29738
9822,1278
7588,51992
3941,10794
2244,23712
8980,14111
8837,360
1711,30033
5531,40414
5170,58709
5823,42652
4366,14165
9414,29899
5082,8667
1165,58142
332,19653
7995,25951
8513,16418
4781,52057
2010,42782
2511,10831
5265,47843
3264,19284
5071,57479
5417,2427
1801,12982
5396,17621
1210,45813
8761,38545
6999,53013
7584,37
520,21304
277,8007
8813,28043
4631,39334
509,11003
2583,40215
2213,22097
4290,1475
4171,6395
2670,53541
2813,14980
1780,42941
2766,6961
1830,57895
1829,24052
7297,8597
7166,33439
5775,39174
7981,28813
7566,28349
9983,55343
8134,24144
7301,34586
8838,59338
5597,22422
6702,27959
3986,21842
2362,15550
1384,8137
4510,19828
2481,58531
6344,1037
6836,24748
8342,22824
5884,15176
8526,24581
2249,31750
7594,44607
3275,59767
6569,25890
4685,30262
99,15578
8903,27606
3881,36420
2954,28934
5401,47664
1711,4613
4189,57159
9949,2257
9263,9608
2079,49401
6437,48715
302,41284
6907,3444
5860,52573
3514,5181
4416,45531
8635,615
1355,28556
5740,52607
3128,18269
2091,35512
9414,17439
7336,23444
5712,27966
3769,34128
518,40572
5956,57185
4707,11608
7126,51419
6171,43779
8974,21746
9446,19145
1551,42532
6443,18765
1134,49291
7566,1537
4915,14323
1524,54955
1922,25694
1189,4655
5711,46226
809,15764
7748,10108
2648,18986
9522,26120
7644,20836
6313,8611
1809,59805
8066,58869
1081,34940
9851,3136
3926,43712
7011,37077
7339,56410
1468,41176
8507,24746
9128,51527
3878,12276
2164,1698
4843,44521
5294,47006
4052,7105
1609,58181
2192,18957
8613,29780
6717,3460
3348,26442
1440,21996
7356,20969
3013,27752
3312,8683
6579,33243
5992,27946
5374,14706
5171,51494
6312,58702
3444,39188
2746,16811
6022,54023
8138,381
94,626
108,53343
4414,40768
8037,15432
8976,43729
3540,28041
7954,47249
4448,50343
9077,56574
9301,54711
3735,49357
2709,56434
4463,6839
2668,54894
6298,22320
6608,18337
4438,2097
1275,57597
777,33852
2925,26753
570,7043
3891,50278
7119,13201
309,6243
9892,29019
697,39494
2759,53747
4834,29595
7363,32894
1616,40055
7014,11365
5460,15658
7413,44971
5430,15327
6935,55190
8367,35176
7538,51823
5748,17743
7357,38224
4654,24603
8866,20246
3313,45379
8919,23742
6339,20636
2091,35207
1665,51471
7276,1953
8573,5363
8034,30004
4376,5405
1206,22229
8069,40548
5618,54299
7628,20407
6746,56053
5010,18093
8063,18798
5614,32532
1796,44477
4014,10184
2529,55022
7913,8293
1897,11111
9042,9520
3960,42983
4113,35938
4130,580
1034,46810
8719,56140
6623,23985
4315,26649
3176,11971
3952,46220
4707,41374
9409,48036
8457,47954
6226,39152
4464,5099
8646,22264
5906,19718
4940,3696
9325,53157
8105,43066
2150,41586
6357,44217
4047,40227
6072,52903
4248,53524
6808,10881
4242,50493
9933,24082
1473,39973
456,2848
7783,12931
5178,44090
8365,13717
9552,36497
4669,28247
7883,12569
7076,19694
3734,43209
9655,18659
7783,8525
3333,58810
2108,43598
6093,45576
4101,27408
6354,11485
7465,10519
9669,49948
5244,2375
8603,23184
9537,5332
1570,49039
6786,7664
9900,16677
4272,23762
8021,3974
3880,34011
4252,23007
2665,1867
7618,36327
6999,18852
3071,42521
742,53304
244,38219
860,43775
5822,40684
2453,30629
9997,31047
906,7245
7793,56466
3113,9463
7824,48201
4375,29037
4158,28831
3456,15157
7674,47524
8875,14693
5375,23107
4474,18954
1021,36677
4836,51563
76,30129
4387,20451
1171,40937
5022,5546
7475,53368
5713,43572
3669,40367
7481,6097
2736,23535
6950,14870
1684,25150
5765,3455
9607,49633
867,53814
6178,2454
2688,7957
3012,21830
155,49951
1950,19007
3595,55906
3516,48044
9406,37239
9562,59998
7084,27487
6962,46550
3580,48615
2134,33874
2346,11716
4908,55154
5108,36285
5619,31803
8486,15369
766,27997
3436,6091
430,58726
5598,2520
4121,15461
6805,46375
5836,4278
4269,36731
4526,39495
9079,43521
3406,11384
4076,50938
9075,37367
1697,54764
4452,45277
1675,45542
1372,4215
5447,19708
8276,40827
8373,12017
8741,48833
8418,22429
8570,41738
450,11970
4792,36648
662,480
3406,3286
6900,59880
8464,41812
6508,8449
9432,1625
4965,57752
8792,47964
6536,41581
3774,58737
2517,1594
7750,7599
687,12225
9794,16969
5209,3259
3603,8037
4377,29132
1310,51099
2401,12615
1405,22841
4697,41701
4414,46804
9192,56429
8143,48991
8290,15030
4866,51814
9123,34542
9446,12308
6363,37198
4272,45095
7099,14690
7172,2073
3027,121
8614,14714
6194,54743
7936,43841
9060,24167
6448,20623
2153,3983
982,44077
794,47887
3488,28411
1112,54098
5362,5642
4336,33322
215,23524
9977,43798
5442,47609
2134,42942
1973,19534
9055,1824
6460,29608
3793,44639
1600,8216
3760,25490
7614,12653
2086,29199
3753,32979
7855,48379
3377,51981
3527,29496
1376,7662
567,19913
5528,75
3164,18820
3081,38333
2086,23884
3141,4428
4258,13724
3369,6591
9828,27564
1731,28230
4411,44771
346,31871
2808,1517
4542,28063
6670,58233
7470,59361
6072,21040
3008,25611
5992,53208
1581,23044
3007,6200
8794,10243
5852,21705
85,5939
3374,38606
9146,50849
978,56570
7875,39709
4673,8642
4638,44145
9821,52682
4711,56684
8987,18006
9217,29023
992,41789
4894,13253
7651,44079
7888,43844
6716,18614
5832,10826
7221,17075
7000,50191
1213,42824
6931,14452
8736,14198
6695,2672
6361,58512
7927,380
4972,6475
6402,42715
7425,9229
242,20444
4412,13928
7925,42219
236,21395
5681,7536
952,17080
6680,29041
7278,25478
5657,12644
6808,54856
2617,57953
40,4021
2136,13921
6399,10921
2449,20316
4065,34418
6680,59844
5563,9573
1256,6502
7766,36375
687,20495
3826,37905
3433,55291
4119,2966
2682,51954
4630,53094
1456,10649
9470,14958
8241,50418
4777,3164
5005,49719
199,16521
271,18592
2856,51550
3249,35718
7073,8567
4643,30844
284,52678
7377,16840
7845,2723
2677,20494
1426,24683
6200,41299
843,19848
6090,31008
8798,54005
2144,32751
9683,15240
7326,29249
1479,27223
5734,50587
6137,23164
8252,30026
5603,44076
3328,19267
8438,17040
2780,42295
8987,42389
2165,12383
9672,9147
9412,32861
3787,27848
939,45831
2494,57266
6430,23395
6720,13312
8905,28955
3247,51170
3277,34140
5976,11590
4056,48208
7090,10752
3624,29614
8717,19145
9911,29476
1822,18779
3921,18318
411,55440
6969,56521
1153,55421
2905,50597
3014,9708
9907,17420
7495,42869
1839,1844
5246,14061
2785,9837
3778,981
4637,9653
6130,14548
3650,2550
6816,40916
2936,1332
1883,54720
8986,19707
4294,23746
1638,47696
2528,26067
3136,57343
8796,15717
1264,14495
9449,25361
1682,53282
8416,8360
9406,44056
7695,11261
7189,4882
2809,59754
3880,21258
2675,11908
9203,9117
647,3701
4757,42349
967,33098
6907,27214
7856,48570
7835,36794
2174,1955
923,31548
1744,43319
8982,38539
681,7328
4038,7932
583,35184
16,11985
4007,54148
199,10564
6754,29446
6749,38261
2646,44662
7000,9651
479,366
5773,32975
9504,25562
2961,49107
1179,32572
8981,29925
9470,46161
4130,11044
2221,17194
1632,18418
859,49228
9931,34686
2581,50491
8376,38137
1885,33201
5340,59450
8718,17671
2424,18557
1778,29081
4518,36408
273,42618
5416,19990
4136,57292
3944,29449
9253,21111
2405,58872
5755,20263
1064,6730
8396,1859
2543,46479
3700,36237
3008,863
3431,52259
7509,3754
2045,16079
103,8262
8310,33958
3489,15089
492,2932
9851,44828
3068,44535
7978,44388
3837,32965
8759,17216
7378,3393
4442,30497
3606,9997
1857,29967
3338,36621
9133,41022
8754,59064
9887,9993
5454,29227
7329,50424
564,33567
5850,11872
4788,31282
8607,32025
6968,56636
3867,15855
8294,4906
5717,49865
5040,34334
8103,46134
3696,15100
6425,47053
2592,43815
658,47730
4679,15669
8143,28222
6940,22550
7756,55599
1346,24112
7829,5337
2,48239
8096,26453
4604,30464
3559,27113
743,53530
891,54738
3616,38747
9045,32492
5560,24955
1716,49426
3505,49251
6539,2599
5616,42319
3117,5795
1397,58084
1169,15601
5949,16381
5368,25274
9075,4423
7157,1737
5068,50754
7015,30246
5168,24164
9963,1963
7298,815
5772,39082
9213,16103
9354,22411
7415,35851
1205,35068
5881,19464
1896,52980
3157,18400
6423,3877
5848,17811
3384,50716
2192,59628
9267,17220
9865,16535
9783,54173
1849,30228
8462,56727
5199,786
9276,21114
2005,39666
7572,21279
1897,32471
7069,10907
7882,15009
8890,24522
3447,37317
4428,14340
5051,35867
5015,42058
2683,32295
4176,37587
4458,1615
6878,54228
8804,2872
6185,34850
3735,39046
76,22440
6596,49329
2686,36916
2754,239
120,29534
9126,1334
819,41149
1548,2224
6812,48045
994,9833
673,47742
6994,49489
7005,39371
5136,17064
1512,31671
2233,25215
8860,55640
7270,29523
864,52606
65,35751
7464,16788
6076,39661
9862,8221
7222,49907
4106,47857
4085,38618
9106,38712
6115,10383
3433,48753
5534,35283
1404,16623
205,25747
2208,14214
163,43631
2511,23191
1944,44775
5931,28854
2115,2411
2248,52025
6171,55611
1110,25834
8342,14893
6406,57419
8461,41553
822,10404
2077,56997
3532,1861
3174,26475
9072,24563
5470,18428
7926,40128
7630,29553
9536,9494
8587,53732
8564,43641
8387,59212
2145,44371
8118,14832
4838,14928
4308,24760
4553,13069
7683,56064
1387,38429
5470,6534
2838,56983
9917,24915
1622,12234
88,27410
1977,5926
7675,48869
4167,52093
8178,21381
7974,36978
7907,43247
6728,54668
3620,42537
4446,8861
913,28670
4980,10312
6973,23914
7654,1983
1062,35340
2218,35520
3490,33697
2571,22727
444,7425
2541,46133
9503,19958
4880,17543
6570,58611
1474,42357
5657,43860
387,5122
4809,48619
6152,51643
6853,25001
6357,26991
2771,6357
9320,35344
5994,8947
5245,51787
6293,28333
3868,50341
2759,10196
565,46
2238,7087
1032,29418
8563,32811
7596,18754
9819,45384
8872,42460
2234,27722
1729,55008
8181,11926
74,38331
1481,17731
5276,16908
2069,49378
572,25390
4802,43036
3076,12371
2614,33593
914,30446
7531,24498
7170,2057
70,51997
4628,22226
3339,10474
4024,34957
855,4755
3005,2852
368,41245
4096,25464
545,52196
7956,37032
4089,30452
3060,48878
8024,6310
8458,34595
9734,2531
8653,15966
448,14556
5044,22302
1172,28444
3689,55842
1776,46982
3950,2211
8362,4966
7016,10487
5967,14029
3992,34620
146,2992
1472,56508
3241,26283
5261,24528
4407,4006
8438,17058
4267,8089
3128,41537
8495,51925
8947,19596
1321,12045
9240,52974
7909,23481
8182,26487
8538,19610
2080,36254
4194,5185
3561,14654
2447,36616
764,43886
322,24125
948,14858
5884,37731
9660,46894
5970,10238
312,38635
1094,16444
1061,740
9400,43575
4053,56753
4116,24507
4209,53411
653,10184
6939,3464
3366,23517
5760,44261
4920,30381
8409,6979
3917,39382
8134,44079
8719,16210
8856,33951
5721,13137
3211,47718
8522,3938
9446,50493
9532,4700
564,38013
1686,31639
4345,20365
1346,15514
4800,11792
3288,3183
8873,41146
8832,45718
7713,55172
1109,43976
3131,49734
2406,5784
1677,6888
4963,2531
8155,43784
1529,8477
3629,10792
790,1770
7990,56786
7806,46466
3286,19835
279,1429
5751,42140
403,31469
7362,7789
7821,27565
8156,38699
9625,16146
6261,45467
6580,49507
2409,15100
8742,42049
9977,17974
1881,12944
5309,44319
1207,50100
2681,43638
5089,14947
5832,57050
4081,47389
1720,13467
8741,28544
263,33021
3169,56797
8949,11967
5250,8331
1822,33073
6293,16731
9820,16791
5696,53957
9363,2007
183,24963
8782,57734
1639,7717
3786,33216
4037,7711
2492,17317
8848,34773
6904,10116
1216,46622
3847,40900
5873,14939
402,59987
4420,49077
5466,46381
2288,29270
5203,56937
6963,34791
2013,57829
6319,13317
4752,59560
5724,42618
166,10203
2004,11869
4093,35287
9282,59427
1944,22579
7703,20910
488,56489
5776,36304
1240,17070
3020,29349
9770,25513
9534,4723
1051,49612
8672,34058
7073,48732
8434,28348
1309,9813
3890,5230
486,5586
9165,10390
5407,16616
7212,20743
8304,44584
8704,31340
872,31442
8837,18306
3776,9053
8500,39878
7082,14887
8801,23538
5794,33554
4743,29791
1481,50145
2366,49343
9855,2679
4760,57435
6668,27649
330,46114
6660,56688
5924,530
5751,30538
6203,53504
2917,51585
2423,29767
3485,16826
5454,3349
8568,4679
9994,6866
3716,14338
399,53103
8420,59029
75,19425
9412,29924
8595,49118
4364,19172
7790,57715
1403,26554
8942,10491
3083,34019
8707,14289
4038,12350
9636,19256
2874,32835
7917,56753
4200,45760
7832,17154
5717,41067
7184,40055
1138,43756
4001,41646
3473,37484
2228,28514
6458,3641
4019,39132
2829,26282
2930,40657
1198,1779
8277,25475
9603,6162
1484,58415
1798,55401
3132,3957
420,39190
6075,14045
8937,42609
4129,58528
4192,50383
162,31143
3262,45602
6548,30523
6924,53695
5590,27439
1643,33145
6527,13947
783,26115
7141,2553
2872,27838
6332,3712
7591,55927
5858,41922
535,10734
8559,58401
2891,23617
4078,52241
6509,12052
151,24642
2189,58246
712,50236
9821,49026
173,37201
3189,59143
1695,50567
5956,14933
5121,25156
5946,42672
2337,36003
4032,11032
2825,29235
9976,48774
9492,48156
3654,42773
7801,58142
1786,33593
739,21690
2098,54795
2747,17058
7644,26535
7329,2868
2442,20803
9501,4819
4945,49000
1729,1119
3831,46933
5953,4414
2294,51440
6200,24377
2598,53893
4934,25086
9497,41112
6415,3551
280,32739
2486,1870
816,16582
8733,35778
6428,34851
5028,24744
7714,23695
2648,15267
8343,23237
5546,16321
8670,16941
5478,6878
754,6626
8752,33674
4545,53285
3620,44117
9831,15348
3187,10002
9053,46002
3060,52936
6771,45010
4022,37983
7919,37418
3653,49270
8818,6544
4107,23280
2531,30069
4064,18635
3813,55656
1086,40365
6395,18346
3697,6540
6712,40805
223,15287
8558,11991
4213,21465
5903,30083
4936,2996
1785,32455
3333,24504
5508,16690
4323,51054
5812,46351
7482,11119
2540,32129
9588,30257
7381,38410
1667,114
152,57291
5968,8328
3090,36551
4851,7600
3666,13237
7511,26566
3229,12245
8025,53283
3496,44527
7840,4550
8534,34329
3056,9802
1293,40215
8743,45677
1974,32286
8417,54986
5109,12850
9450,6553
6671,37152
5351,17094
474,44106
6616,24489
5150,49057
7939,54937
5417,3040
8985,27310
2445,55394
5300,39126
1954,30524
574,32070
3778,1415
721,41313
37,32569
5445,48605
366,37721
889,46272
8525,14958
1590,39227
7515,44527
954,36939
4170,3062
8328,55614
1348,37693
6899,98
5004,13702
9692,37268
5661,22664
3700,24726
9319,58620
2771,53607
5663,31783
4069,20281
4392,38955
8548,7912
5499,722
5629,35494
5650,42429
8880,30640
9800,53432
8877,27404
8448,29278
5804,21854
9724,55443
5675,20866
5716,23160
8065,52440
9248,24244
2269,31437
830,36169
4621,27713
3198,21129
7153,22457
7610,38195
1790,785
677,14749
8381,2706
4780,16819
9470,27955
1833,22025
8209,48509
4182,37629
553,33114
62,45276
2509,17445
8939,51481
1779,18898
4409,27792
6935,29274
2458,34082
9229,6118
1810,56148
701,8981
6485,365
7384,43704
4992,31176
1684,45784
136,49081
2366,26142
9186,49938
2541,20189
8244,55131
4037,37402
9341,54503
2451,34082
1456,9627
241,6233
9085,2237
3747,56810
6435,33667
9986,7106
231,19570
3609,24659
8088,43090
6232,1404
916,8893
2952,5892
5882,42824
4509,7045
408,31963
4376,20003
7187,6114
7002,15669
6682,51102
1157,41878
3788,28100
5351,14524
6548,25871
2368,56684
2149,5412
3875,20101
2237,30390
940,48293
8828,20837
1744,865
802,28609
4408,25947
8202,54038
7390,10327
7790,54484
816,56619
4515,13246
4599,23199
5707,31648
2232,42323
2440,20659
244,9125
786,11572
3313,40715
1463,41969
5662,40987
5831,12425
